"AA","Int","Probibility","P_value","delabel"
"ED","I6","-0.0063384","0.311593148602419",NA
"EE","I2_P","-0.127826815642458","8.48394994679294e-10","EE"
"EE","I3_P","-0.105292134831461","1.74409991785391e-06","EE"
"EE","I2_A","-0.019321","0.0280954765761096",NA
"EE","I3_A","-0.019321","0.0280954765761096",NA
"EE","I1","0.0380038407643312","0.00431703750081105","EE"
"EE","I4","0.0380038407643312","0.00431703750081105","EE"
"EE","I5","-0.019321","0.0276988372541862",NA
"EE","I6","-0.019321","0.0294721453459508",NA
"EF","I2_P","0","0.366849446280793",NA
"EF","I3_P","0","0.368910398226179",NA
"EF","I2_A","-0.0040171","0.306826434143391",NA
"EF","I3_A","-0.0040171","0.306826434143391",NA
"EF","I1","-0.00166477324840764","0.367386754197858",NA
"EF","I4","-0.00166477324840764","0.367386754197858",NA
"EF","I5","-0.0040171","0.305343622898658",NA
"EF","I6","-0.0040171","0.311593148602419",NA
"EG","I2_P","0","0.366849446280793",NA
"EG","I3_P","0","0.368910398226179",NA
"EG","I2_A","-0.0021962","0.306826434143391",NA
"EG","I3_A","-0.0021962","0.306826434143391",NA
"EG","I1","-0.0043924","0.33228610889228",NA
"EG","I4","-0.0043924","0.33228610889228",NA
"EG","I5","-0.0021962","0.305343622898658",NA
"EG","I6","-0.0021962","0.311593148602419",NA
"EH","I2_P","0","0.366849446280793",NA
"EH","I3_P","0","0.368910398226179",NA
"EH","I2_A","-0.0032387","0.306826434143391",NA
"EH","I3_A","-0.0032387","0.306826434143391",NA
"EH","I1","-0.000107973248407644","0.367386754197858",NA
"EH","I4","-0.000107973248407644","0.367386754197858",NA
"EH","I5","-0.0032387","0.305343622898658",NA
"EH","I6","-0.0032387","0.311593148602419",NA
"EI","I2_P","0","0.366849446280793",NA
"EI","I3_P","0","0.368910398226179",NA
"EI","I2_A","-0.0091879","0.306826434143391",NA
"EI","I3_A","-0.0091879","0.306826434143391",NA
"EI","I1","-0.0120063732484076","0.120569258751851",NA
"EI","I4","-0.0120063732484076","0.120569258751851",NA
"EI","I5","-0.00277764358974359","0.363615306657901",NA
"EI","I6","0.0224576696202532","0.00534898731428425","EI"
"EK","I2_P","0","0.366849446280793",NA
"EK","I3_P","0","0.368910398226179",NA
"EK","I2_A","-0.0103555","0.0932808410514669",NA
"EK","I3_A","-0.0103555","0.0932808410514669",NA
"EK","I1","0.0429832675159236","0.00136911760740017","EK"
