"AA","Int","Probibility","P_value","delabel"
"DV","I3_P","0","0.255638395988965",NA
"DV","I2_A","0","0.240925848035997",NA
"DV","I3_A","0","0.240925848035997",NA
"DV","I1","0.00636942675159236","0.353687615854401",NA
"DV","I4","0.00636942675159236","0.353687615854401",NA
"DV","I5","0","0.268081696093435",NA
"DV","I6","0.00632911392405063","0.350909592008483",NA
"DW","I2_P","0","0.248328418900775",NA
"DW","I3_P","0","0.255638395988965",NA
"DW","I2_A","0","0.240925848035997",NA
"DW","I3_A","0","0.240925848035997",NA
"DW","I1","0","0.265828908731312",NA
"DW","I4","0","0.265828908731312",NA
"DW","I5","0","0.268081696093435",NA
"DW","I6","0","0.257629827044182",NA
"DY","I2_P","0","0.248328418900775",NA
"DY","I3_P","0","0.255638395988965",NA
"DY","I2_A","0","0.240925848035997",NA
"DY","I3_A","0","0.240925848035997",NA
"DY","I1","0","0.265828908731312",NA
"DY","I4","0","0.265828908731312",NA
"DY","I5","0","0.268081696093435",NA
"DY","I6","0.0126582278481013","0.237468991143695",NA
"EA","I2_P","0","0.248328418900775",NA
"EA","I3_P","0","0.255638395988965",NA
"EA","I2_A","0","0.240925848035997",NA
"EA","I3_A","-0.00925925925925926","0.240925848035997",NA
"EA","I1","0","0.265828908731312",NA
"EA","I4","0","0.265828908731312",NA
"EA","I5","0.0108274078862314","0.10126209485236",NA
"EA","I6","-0.019311911716975","0.0686236550138122",NA
"EC","I2_P","0","0.248328418900775",NA
"EC","I3_P","0","0.255638395988965",NA
"EC","I2_A","0","0.240925848035997",NA
"EC","I3_A","0","0.240925848035997",NA
"EC","I1","0","0.265828908731312",NA
"EC","I4","0","0.265828908731312",NA
"EC","I5","-0.0168067226890756","0.0710670773201855",NA
"EC","I6","0","0.257629827044182",NA
"ED","I2_P","0","0.248328418900775",NA
"ED","I3_P","0","0.255638395988965",NA
"ED","I2_A","0","0.240925848035997",NA
"ED","I3_A","0","0.240925848035997",NA
"ED","I1","0","0.265828908731312",NA
"ED","I4","0","0.265828908731312",NA
"ED","I5","0","0.268081696093435",NA
"ED","I6","0","0.257629827044182",NA
"EE","I2_P","-0.0198345675804426","0.058060019738453",NA
"EE","I3_P","-0.0349944249077966","0.0205713193440897","EE"
"EE","I2_A","0","0.240925848035997",NA
"EE","I3_A","0","0.240925848035997",NA
"EE","I1","0.02371139538618","0.0439390321135334","EE"
"EE","I4","0.02371139538618","0.0439390321135334","EE"
"EE","I5","-0.0168067226890756","0.0710670773201855",NA
"EE","I6","0","0.257629827044182",NA
"EF","I2_P","0","0.248328418900775",NA
"EF","I3_P","0","0.255638395988965",NA
"EF","I2_A","0","0.240925848035997",NA
"EF","I3_A","0","0.240925848035997",NA
"EF","I1","0.00636942675159236","0.353687615854401",NA
"EF","I4","0.00636942675159236","0.353687615854401",NA
"EF","I5","0","0.268081696093435",NA
"EF","I6","0","0.257629827044182",NA
"EG","I2_P","0","0.248328418900775",NA
"EG","I3_P","0","0.255638395988965",NA
"EG","I2_A","0","0.240925848035997",NA
"EG","I3_A","0","0.240925848035997",NA
"EG","I1","-0.00840336134453781","0.265828908731312",NA
"EG","I4","-0.00840336134453781","0.265828908731312",NA
"EG","I5","0","0.268081696093435",NA
"EG","I6","0","0.257629827044182",NA
"EH","I2_P","0","0.248328418900775",NA
"EH","I3_P","0","0.255638395988965",NA
"EH","I2_A","0","0.240925848035997",NA
"EH","I3_A","0","0.240925848035997",NA
"EH","I1","-0.0188406572820211","0.0737215211748075",NA
"EH","I4","-0.0188406572820211","0.0737215211748075",NA
"EH","I5","0","0.268081696093435",NA
"EH","I6","0","0.257629827044182",NA
"EI","I2_P","0","0.248328418900775",NA
"EI","I3_P","0","0.255638395988965",NA
"EI","I2_A","-0.0185185185185185","0.0572746964308892",NA
"EI","I3_A","-0.00925925925925926","0.240925848035997",NA
"EI","I1","-0.0188406572820211","0.0737215211748075",NA
"EI","I4","-0.0188406572820211","0.0737215211748075",NA
"EI","I5","-0.0272031889678949","0.0261832689806198","EI"
"EI","I6","-0.0281834902088067","0.046941545487653","EI"
"EK","I2_P","0","0.248328418900775",NA
"EK","I3_P","0","0.255638395988965",NA
"EK","I2_A","0","0.240925848035997",NA
"EK","I3_A","0","0.240925848035997",NA
"EK","I1","0.0384841834823101","0.00454808812115135","EK"
"EK","I4","0.0384841834823101","0.00454808812115135","EK"
"EK","I5","-0.0019931049342814","0.354413089750588",NA
