,AA,Int,CCplus_APCCvsPCC_asAPCC,CCplus_expected_asAPCC,CCplus_APCCvsPCC_asPCC,CCplus_expected_asPCC
1522,LM,I3_P,0.018181818,0.011419818,0,0
1523,LM,I2_A,0.017606096,0.018908814,-0.018518519,-0.004347
1524,LM,I3_A,-0.004992774,0.018908814,0.010348584,0.015260843
1525,LM,I1,0.003903497,0.009078723,-0.002033935,-0.002324573
1526,LM,I4,0.004228106,0.009078723,-0.002033935,-0.002324573
1527,LM,I5,0.008547009,0.004200009,-0.008403361,-0.004347
1528,LM,I6,0,-0.004347,-0.008547009,-0.004347
1529,LN,I2_P,-0.033595993,0.010903092,0,0
1530,LN,I3_P,-0.013071895,-0.007688644,0,0
1531,LN,I2_A,0,-0.0049427,0,-0.0049427
1532,LN,I3_A,-0.062146893,-0.0049427,0.1083878,0.112704359
1533,LN,I1,-0.038709677,-0.008787022,-0.010437296,-0.003515973
1534,LN,I4,0,-0.008787022,-0.010437296,-0.003515973
1535,LN,I5,-0.029669552,0.003604309,0,-0.0049427
1536,LN,I6,0,-0.0049427,-0.008547009,-0.0049427
1537,LP,I2_P,0,-0.000943753,0,0
1538,LP,I3_P,0,-0.000931653,0,0
1539,LP,I2_A,0,-0.00059892,0,-0.00059892
1540,LP,I3_A,0,-0.00059892,0,-0.00059892
1541,LP,I1,0,-0.001064747,0,-0.00119784
1542,LP,I4,0,-0.001064747,0,-0.00119784
1543,LP,I5,0,-0.00059892,0,-0.00059892
1544,LP,I6,0,-0.00059892,0,-0.00059892
1545,LQ,I2_P,0.043002871,0.036463991,0,0
1546,LQ,I3_P,0.005109923,-0.001177537,0,0
1547,LQ,I2_A,0.004204441,0.003058576,0.003812636,0.000626595
1548,LQ,I3_A,0.017606096,0.010810514,-0.023965142,0.000626595
1549,LQ,I1,-0.012903226,-0.022124978,-0.010437296,-0.018521173
1550,LQ,I4,0.004228106,-0.005318255,-0.010437296,-0.018521173
1551,LQ,I5,0,-0.0124453,0,-0.0124453
1552,LQ,I6,0,-0.0124453,-0.008547009,-0.0124453
1553,LR,I2_P,0.056074766,0.037884694,0,0
1554,LR,I3_P,0.018181818,0.000224952,0,0
1555,LR,I2_A,0,-0.0115437,0,-0.0115437
1556,LR,I3_A,0.01826304,0.034967928,-0.035947712,0.008064143
1557,LR,I1,-0.012903226,-0.020522133,0.010704919,-0.00397912
1558,LR,I4,0.016806723,-0.003715411,0.010704919,-0.00397912
1559,LR,I5,0.002177582,-0.002996691,-0.016806723,-0.0115437
1560,LR,I6,0,-0.0115437,0,-0.0115437
1561,LS,I2_P,-0.013071895,-0.012989285,0,0
1562,LS,I3_P,0.018181818,0.005359063,0,0
1563,LS,I2_A,-0.011299435,-0.0082432,0.010348584,0.011364643
1564,LS,I3_A,-0.005649718,-0.0082432,-0.002723312,-0.001707252
1565,LS,I1,0,-0.014654578,0.002301558,0.00262188
1566,LS,I4,0,-0.014654578,0.002301558,0.00262188
1567,LS,I5,0,-0.0082432,0.002424047,0.010987569
1568,LS,I6,-0.004335492,0.000160161,-0.008547009,-0.0082432
1569,LT,I2_P,0.005619693,0.011359746,0,0
1570,LT,I3_P,-0.00285205,0.029125792,0,0
1571,LT,I2_A,-0.016949153,-0.0046529,0.023420479,0.028026839
1572,LT,I3_A,-0.009197215,0.003099038,0.010348584,0.014954943
1573,LT,I1,-0.012903226,-0.008271822,0.010704919,0.00980248
1574,LT,I4,-0.025157233,-0.008271822,0.010704919,0.00980248
1575,LT,I5,0.008547009,0.003894109,-0.016806723,-0.0046529
1576,LT,I6,0.018840657,0.020557184,0.006329114,0.001676214
1577,LV,I2_P,-0.0279763,0.026042923,0,0
1578,LV,I3_P,0.051693405,0.079714224,0,0
1579,LV,I2_A,-0.016949153,-0.0071967,-0.001633987,0.018947091
1580,LV,I3_A,-0.086191039,0.008307176,0.100217865,0.130058202
1581,LV,I1,0.02071022,0.020819312,0.006369427,-0.008023973
1582,LV,I4,0.021034829,0.020819312,0.006369427,-0.008023973
1583,LV,I5,-0.004191845,0.001350309,0,-0.0071967
1584,LV,I6,0.016806723,0.009610023,0.012658228,0.005461528
1585,LW,I2_P,0,-0.000943753,0,0
1586,LW,I3_P,0,-0.000931653,0,0
1587,LW,I2_A,0,-0.00059892,0,-0.00059892
1588,LW,I3_A,0.007751938,0.007153018,0,-0.00059892
1589,LW,I1,0,-0.001064747,0.006369427,0.005171587
1590,LW,I4,0,-0.001064747,0.006369427,0.005171587
1591,LW,I5,0,-0.00059892,0,-0.00059892
1592,LW,I6,0,-0.00059892,0,-0.00059892
1593,LY,I2_P,-0.013071895,-0.003780085,0,0
1594,LY,I3_P,-0.047177659,0.014450196,0,0
1595,LY,I2_A,-0.011299435,-0.0023989,0.006535948,0.004137048
1596,LY,I3_A,-0.016949153,-0.0023989,-0.009259259,-0.0023989
1597,LY,I1,0,-0.004264711,0.006369427,0.001571627
1598,LY,I4,0,-0.004264711,0.006369427,0.001571627
1599,LY,I5,0,-0.0023989,0,-0.0023989
1600,LY,I6,0,-0.0023989,-0.008547009,-0.0023989
1601,MA,I2_P,0,0,0,0
1602,MA,I3_P,0,0,0,0
1603,MA,I2_A,-0.005649718,-0.0022869,0,-0.0022869
1604,MA,I3_A,0,-0.0022869,0.006535948,0.004249048
1605,MA,I1,0,0,0,0
1606,MA,I4,0,0,0,0
1607,MA,I5,0.008547009,0.006260109,-0.008403361,-0.0022869
1608,MA,I6,0,-0.0022869,-0.008547009,-0.0022869
1609,MC,I2_P,0,0,0,0
1610,MC,I3_P,0,0,0,0
1611,MC,I2_A,0,-0.00020115,0,-0.00020115
1612,MC,I3_A,0.007751938,0.007550788,0,-0.00020115
1613,MC,I1,0,0,0,0
1614,MC,I4,0,0,0,0
1615,MC,I5,0,-0.00020115,0,-0.00020115
1616,MC,I6,0,-0.00020115,0,-0.00020115
1617,MD,I2_P,0,0,0,0
1618,MD,I3_P,0,0,0,0
1619,MD,I2_A,0,-0.0012312,0,-0.0012312
1620,MD,I3_A,0,-0.0012312,0,-0.0012312
1621,MD,I1,0,0,0,0
1622,MD,I4,0,0,0,0
1623,MD,I5,0,-0.0012312,0,-0.0012312
1624,MD,I6,0,-0.0012312,0,-0.0012312
1625,ME,I2_P,0,0,0,0
1626,ME,I3_P,0,0,0,0
1627,ME,I2_A,0,-0.003753,0,-0.003753
1628,ME,I3_A,0,-0.003753,0,-0.003753
1629,ME,I1,0,0,0,0
1630,ME,I4,0,0,0,0
1631,ME,I5,0,-0.003753,-0.008403361,-0.003753
1632,ME,I6,0.008403361,0.004650361,-0.008547009,-0.003753
1633,MF,I2_P,0,0,0,0
1634,MF,I3_P,0,0,0,0
1635,MF,I2_A,0,-0.0007803,-0.009259259,-0.0007803
1636,MF,I3_A,0,-0.0007803,0,-0.0007803
1637,MF,I1,0,0,0,0
1638,MF,I4,0,0,0,0
1639,MF,I5,0,-0.0007803,0,-0.0007803
1640,MF,I6,0,-0.0007803,0,-0.0007803
1641,MG,I2_P,0,0,0,0
1642,MG,I3_P,0,0,0,0
1643,MG,I2_A,0,-0.0004266,0,-0.0004266
1644,MG,I3_A,0,-0.0004266,0,-0.0004266
1645,MG,I1,0,0,0,0
1646,MG,I4,0,0,0,0
1647,MG,I5,0,-0.0004266,0,-0.0004266
1648,MG,I6,0,-0.0004266,0,-0.0004266
1649,MH,I2_P,0,0,0,0
1650,MH,I3_P,0,0,0,0
1651,MH,I2_A,0,-0.0006291,0,-0.0006291
1652,MH,I3_A,0,-0.0006291,0,-0.0006291
1653,MH,I1,0,0,0,0
1654,MH,I4,0,0,0,0
1655,MH,I5,0,-0.0006291,0,-0.0006291
1656,MH,I6,0,-0.0006291,0,-0.0006291
1657,MI,I2_P,0,0,0,0
1658,MI,I3_P,0,0,0,0
1659,MI,I2_A,0.007751938,0.005967238,-0.009259259,-0.0017847
1660,MI,I3_A,0,-0.0017847,-0.009259259,-0.0017847
1661,MI,I1,0,0,0,0
1662,MI,I4,0,0,0,0
1663,MI,I5,0.002177582,0.006762309,0,-0.0017847
1664,MI,I6,0.016806723,0.015022023,0,-0.0017847
1665,MK,I2_P,0,0,0,0
1666,MK,I3_P,0,0,0,0
1667,MK,I2_A,0,-0.0020115,0,-0.0020115
1668,MK,I3_A,0,-0.0020115,0,-0.0020115
1669,MK,I1,0,0,0,0
1670,MK,I4,0,0,0,0
1671,MK,I5,-0.006369427,-0.0020115,0,-0.0020115
1672,MK,I6,0,-0.0020115,-0.008547009,-0.0020115
1673,ML,I2_P,0,0,0,0
1674,ML,I3_P,0,0,0,0
1675,ML,I2_A,-0.004992774,0.018908814,0.010348584,0.015260843
1676,ML,I3_A,0.017606096,0.018908814,-0.018518519,-0.004347
1677,ML,I1,0,0,0,0
1678,ML,I4,0,0,0,0
1679,ML,I5,-0.006369427,-0.004347,0.004417151,0.008473513
1680,ML,I6,-0.004335492,0.004056361,0.012658228,0.008311228
1681,MM,I2_P,0.009345794,0.003044158,-0.012992075,0.006519553
1682,MM,I3_P,0.018181818,0.011614818,-0.034565572,-0.015764045
1683,MM,I2_A,0.007751938,0.007022938,-0.009259259,-0.000729
1684,MM,I3_A,0.007751938,0.007022938,-0.009259259,-0.000729
1685,MM,I1,0.001951748,0.004755361,0,-0.000729
1686,MM,I4,0,-0.003648,0,-0.000729
1687,MM,I5,0,-0.000729,0,-0.000729
1688,MM,I6,0,-0.000729,0,-0.000729
1689,MN,I2_P,0.018691589,0.017385443,0,0
1690,MN,I3_P,0,-0.0012894,0,0
1691,MN,I2_A,0,-0.0008289,0,-0.0008289
1692,MN,I3_A,0,-0.0008289,-0.009259259,-0.0008289
1693,MN,I1,-0.012903226,-0.0014736,0.006369427,0.004711627
1694,MN,I4,0,-0.0014736,0.006369427,0.004711627
1695,MN,I5,0,-0.0008289,0,-0.0008289
1696,MN,I6,0,-0.0008289,0,-0.0008289
1697,MP,I2_P,0,-0.000158269,0,0
1698,MP,I3_P,0,-0.00015624,0,0
1699,MP,I2_A,0,-0.00010044,0,-0.00010044
1700,MP,I3_A,0,-0.00010044,0,-0.00010044
1701,MP,I1,0,-0.00017856,0,-0.00020088
1702,MP,I4,0,-0.00017856,0,-0.00020088
1703,MP,I5,0,-0.00010044,0,-0.00010044
1704,MP,I6,0,-0.00010044,0,-0.00010044
1705,MQ,I2_P,0,-0.003288764,0,0
1706,MQ,I3_P,0.018181818,0.014935218,0,0
1707,MQ,I2_A,0.007751938,0.005664838,0,-0.0020871
1708,MQ,I3_A,0.007751938,0.005664838,-0.009259259,-0.0020871
1709,MQ,I1,-0.012903226,-0.0037104,-0.012471231,0.008564654
1710,MQ,I4,0,-0.0037104,-0.012471231,0.008564654
1711,MQ,I5,0,-0.0020871,0,-0.0020871
1712,MQ,I6,0,-0.0020871,-0.008547009,-0.0020871
1713,MR,I2_P,0,-0.003050509,0,0
1714,MR,I3_P,0,-0.0030114,0,0
1715,MR,I2_A,0,-0.0019359,0,-0.0019359
1716,MR,I3_A,0,-0.0019359,0,-0.0019359
1717,MR,I1,0,-0.0034416,0,-0.0038718
1718,MR,I4,0.033613445,0.030171845,0,-0.0038718
1719,MR,I5,0,-0.0019359,0,-0.0019359
1720,MR,I6,0,-0.0019359,-0.008547009,-0.0019359
1721,MS,I2_P,0,-0.002178327,0,0
1722,MS,I3_P,0,-0.0021504,0,0
1723,MS,I2_A,0,-0.0013824,0,-0.0013824
1724,MS,I3_A,0,-0.0013824,0,-0.0013824
1725,MS,I1,0,-0.0024576,0,-0.0027648
1726,MS,I4,0,-0.0024576,0,-0.0027648
1727,MS,I5,0,-0.0013824,0,-0.0013824
1728,MS,I6,-0.006369427,-0.0013824,0,-0.0013824
1729,MT,I2_P,0,-0.001229564,0,0
1730,MT,I3_P,0,-0.0012138,0,0
1731,MT,I2_A,0,-0.0007803,0,-0.0007803
1732,MT,I3_A,0,-0.0007803,0,-0.0007803
1733,MT,I1,0,-0.0013872,0,-0.0015606
1734,MT,I4,0,-0.0013872,0,-0.0015606
1735,MT,I5,0,-0.0007803,0.006410256,0.005629956
1736,MT,I6,0,-0.0007803,0,-0.0007803
1737,MV,I2_P,-0.026143791,-0.001901782,0,0
1738,MV,I3_P,0,-0.0018774,0,0
1739,MV,I2_A,0,-0.0012069,0.006535948,0.005329048
1740,MV,I3_A,-0.005649718,-0.0012069,0,-0.0012069
1741,MV,I1,0,-0.0021456,-0.008403361,-0.0024138
1742,MV,I4,0,-0.0021456,-0.008403361,-0.0024138
1743,MV,I5,0.002177582,0.007340109,0.006410256,0.005203356
1744,MV,I6,0.008403361,0.007196461,0.006329114,0.005122214
1745,MW,I2_P,0,-0.000158269,0,0
1746,MW,I3_P,0,-0.00015624,0,0
1747,MW,I2_A,0,-0.00010044,0,-0.00010044
1748,MW,I3_A,0,-0.00010044,0,-0.00010044
1749,MW,I1,0,-0.00017856,0,-0.00020088
1750,MW,I4,0,-0.00017856,0,-0.00020088
1751,MW,I5,0,-0.00010044,0,-0.00010044
1752,MW,I6,0,-0.00010044,0,-0.00010044
1753,MY,I2_P,0,-0.000633927,0,0
1754,MY,I3_P,0,-0.0006258,0,0
1755,MY,I2_A,0,-0.0004023,0,-0.0004023
1756,MY,I3_A,0,-0.0004023,0,-0.0004023
1757,MY,I1,0,-0.0007152,0,-0.0008046
1758,MY,I4,0,-0.0007152,0,-0.0008046
1759,MY,I5,0,-0.0004023,0,-0.0004023
1760,MY,I6,0,-0.0004023,0,-0.0004023
1761,NA,I2_P,0,0,0,0
1762,NA,I3_P,0,0,0,0
1763,NA,I2_A,-0.005649718,-0.00260029,0,-0.00260029
1764,NA,I3_A,0,-0.00260029,0,-0.00260029
1765,NA,I1,0,0,0,0
1766,NA,I4,0,0,0,0
1767,NA,I5,0,-0.00260029,0.019230769,0.016630479
1768,NA,I6,0,-0.00260029,0,-0.00260029
1769,NC,I2_P,0,0,0,0
1770,NC,I3_P,0,0,0,0
1771,NC,I2_A,-0.005649718,-0.000228715,0,-0.000228715
1772,NC,I3_A,0,-0.000228715,0,-0.000228715
1773,NC,I1,0,0,0,0
1774,NC,I4,0,0,0,0
1775,NC,I5,0,-0.000228715,0,-0.000228715
1776,NC,I6,0.008403361,0.008174646,0,-0.000228715
1777,ND,I2_P,0,0,0,0
1778,ND,I3_P,0,0,0,0
1779,ND,I2_A,0,-0.00139992,0,-0.00139992
1780,ND,I3_A,0,-0.00139992,0,-0.00139992
1781,ND,I1,0,0,0,0
1782,ND,I4,0,0,0,0
1783,ND,I5,0,-0.00139992,0,-0.00139992
1784,ND,I6,0,-0.00139992,0,-0.00139992
1785,NE,I2_P,0,0,0,0
1786,NE,I3_P,0,0,0,0
1787,NE,I2_A,-0.005649718,-0.0042673,-0.009259259,-0.0042673
1788,NE,I3_A,0,-0.0042673,0,-0.0042673
1789,NE,I1,0,0,0,0
1790,NE,I4,0,0,0,0
1791,NE,I5,0,-0.0042673,0,-0.0042673
1792,NE,I6,0,-0.0042673,0,-0.0042673
1793,NF,I2_P,0,0,0,0
1794,NF,I3_P,0,0,0,0
1795,NF,I2_A,-0.005649718,-0.00088723,0,-0.00088723
1796,NF,I3_A,0,-0.00088723,0,-0.00088723
1797,NF,I1,0,0,0,0
1798,NF,I4,0,0,0,0
1799,NF,I5,0,-0.00088723,0,-0.00088723
1800,NF,I6,0,-0.00088723,0,-0.00088723
1801,NG,I2_P,0,0,0,0
1802,NG,I3_P,0,0,0,0
1803,NG,I2_A,0,-0.00048506,0,-0.00048506
1804,NG,I3_A,0,-0.00048506,0,-0.00048506
1805,NG,I1,0,0,0,0
1806,NG,I4,0,0,0,0
1807,NG,I5,0,-0.00048506,0,-0.00048506
1808,NG,I6,0,-0.00048506,0,-0.00048506
1809,NH,I2_P,0,0,0,0
1810,NH,I3_P,0,0,0,0
1811,NH,I2_A,0.007751938,0.007036628,0,-0.00071531
1812,NH,I3_A,0,-0.00071531,0,-0.00071531
1813,NH,I1,0,0,0,0
1814,NH,I4,0,0,0,0
1815,NH,I5,0,-0.00071531,0,-0.00071531
1816,NH,I6,0,-0.00071531,-0.008547009,-0.00071531
1817,NI,I2_P,0,0,0,0
1818,NI,I3_P,0,0,0,0
1819,NI,I2_A,0.007751938,0.005722668,0,-0.00202927
1820,NI,I3_A,0,-0.00202927,0.006535948,0.004506678
1821,NI,I1,0,0,0,0
1822,NI,I4,0,0,0,0
1823,NI,I5,0.002177582,0.006517739,0.006410256,0.004380986
1824,NI,I6,0,-0.00202927,0,-0.00202927
1825,NK,I2_P,0,0,0,0
1826,NK,I3_P,0,0,0,0
1827,NK,I2_A,-0.005649718,-0.00228715,0.006535948,0.004248798
1828,NK,I3_A,0,-0.00228715,0,-0.00228715
1829,NK,I1,0,0,0,0
1830,NK,I4,0,0,0,0
1831,NK,I5,-0.006369427,-0.00228715,0,-0.00228715
1832,NK,I6,0,-0.00228715,0,-0.00228715
1833,NL,I2_P,0,0,0,0
1834,NL,I3_P,0,0,0,0
1835,NL,I2_A,-0.062146893,-0.0049427,0.1083878,0.112704359
1836,NL,I3_A,0,-0.0049427,0,-0.0049427
1837,NL,I1,0,0,0,0
1838,NL,I4,0,0,0,0
1839,NL,I5,-0.025477707,-0.0049427,0.008834303,0.020698326
1840,NL,I6,0.008403361,0.003460661,-0.008547009,-0.0049427
1841,NM,I2_P,0,0,0,0
1842,NM,I3_P,0,0,0,0
1843,NM,I2_A,0,-0.0008289,-0.009259259,-0.0008289
1844,NM,I3_A,0,-0.0008289,0,-0.0008289
1845,NM,I1,0,0,0,0
1846,NM,I4,0,0,0,0
1847,NM,I5,-0.006369427,-0.0008289,0,-0.0008289
1848,NM,I6,0,-0.0008289,0,-0.0008289
1849,NN,I2_P,-0.032679739,-0.007254689,0.091897276,0.092205028
1850,NN,I3_P,0,-0.00755527,0.005617978,-0.025082022
1851,NN,I2_A,-0.005649718,-0.00094249,0,-0.00094249
1852,NN,I3_A,-0.005649718,-0.00094249,0,-0.00094249
1853,NN,I1,0,-0.00424888,0,-0.00094249
1854,NN,I4,0,-0.00424888,0,-0.00094249
1855,NN,I5,-0.006369427,-0.00094249,0,-0.00094249
1856,NN,I6,0,-0.00094249,0,-0.00094249
1857,NP,I2_P,0,-0.000179958,0,0
1858,NP,I3_P,0,-0.000177651,0,0
1859,NP,I2_A,0,-0.000114204,0,-0.000114204
1860,NP,I3_A,0,-0.000114204,0,-0.000114204
1861,NP,I1,0,-0.000203029,0,-0.000228408
1862,NP,I4,0,-0.000203029,0,-0.000228408
1863,NP,I5,0,-0.000114204,0,-0.000114204
1864,NP,I6,0,-0.000114204,0,-0.000114204
1865,NQ,I2_P,0,-0.003739446,0,0
1866,NQ,I3_P,0,-0.003691504,0,0
1867,NQ,I2_A,0,-0.00237311,0,-0.00237311
1868,NQ,I3_A,0,-0.00237311,0,-0.00237311
1869,NQ,I1,0.016806723,0.01258786,-0.002033935,0.001623207
1870,NQ,I4,0,-0.004218862,-0.002033935,0.001623207
1871,NQ,I5,-0.006369427,-0.00237311,0,-0.00237311
1872,NQ,I6,0,-0.00237311,0,-0.00237311
1873,NR,I2_P,0,-0.003468542,0,0
1874,NR,I3_P,0,-0.003424073,0,0
1875,NR,I2_A,0.007751938,0.005550748,0,-0.00220119
1876,NR,I3_A,0,-0.00220119,0,-0.00220119
1877,NR,I1,-0.012903226,-0.003913227,0.012738854,0.008336474
1878,NR,I4,0,-0.003913227,0.012738854,0.008336474
1879,NR,I5,0.017094017,0.014892827,0,-0.00220119
1880,NR,I6,0,-0.00220119,0,-0.00220119
1881,NS,I2_P,0,-0.002476839,0,0
1882,NS,I3_P,0,-0.002445084,0,0
1883,NS,I2_A,-0.005649718,-0.00157184,0,-0.00157184
1884,NS,I3_A,0,-0.00157184,0,-0.00157184
1885,NS,I1,0,-0.002794382,-0.008403361,-0.00314368
1886,NS,I4,0,-0.002794382,-0.008403361,-0.00314368
1887,NS,I5,0,-0.00157184,-0.008403361,-0.00157184
1888,NS,I6,0,-0.00157184,0,-0.00157184
1889,NT,I2_P,-0.013071895,-0.001398059,0,0
1890,NT,I3_P,0,-0.001380136,0,0
1891,NT,I2_A,-0.005649718,-0.00088723,0,-0.00088723
1892,NT,I3_A,0,-0.00088723,0,-0.00088723
1893,NT,I1,0,-0.001577298,0.012738854,0.010964394
1894,NT,I4,0,-0.001577298,0.012738854,0.010964394
1895,NT,I5,0,-0.00088723,0.006410256,0.005523026
1896,NT,I6,0,-0.00088723,0,-0.00088723
1897,NV,I2_P,-0.039215686,-0.002162396,0,0
1898,NV,I3_P,0,-0.002134673,0,0
1899,NV,I2_A,0.00210222,0.006379648,0,-0.00137229
1900,NV,I3_A,0,-0.00137229,0,-0.00137229
1901,NV,I1,0.016806723,0.014367096,-0.002033935,0.003624847
1902,NV,I4,0.016806723,0.014367096,-0.002033935,0.003624847
1903,NV,I5,-0.006369427,-0.00137229,0.006410256,0.005037966
1904,NV,I6,0,-0.00137229,0,-0.00137229
1905,NW,I2_P,0,-0.000179958,0,0
1906,NW,I3_P,0,-0.000177651,0,0
1907,NW,I2_A,0,-0.000114204,0,-0.000114204
1908,NW,I3_A,0,-0.000114204,0,-0.000114204
1909,NW,I1,0,-0.000203029,0,-0.000228408
1910,NW,I4,0,-0.000203029,0,-0.000228408
1911,NW,I5,0,-0.000114204,0,-0.000114204
1912,NW,I6,0,-0.000114204,0,-0.000114204
1913,NY,I2_P,-0.013071895,-0.000720799,0,0
1914,NY,I3_P,0,-0.000711558,0,0
1915,NY,I2_A,-0.005649718,-0.00045743,0.006535948,0.006078518
1916,NY,I3_A,0,-0.00045743,0,-0.00045743
1917,NY,I1,0,-0.000813209,0,-0.00091486
1918,NY,I4,0,-0.000813209,0,-0.00091486
1919,NY,I5,0,-0.00045743,0,-0.00045743
1920,NY,I6,0,-0.00045743,0,-0.00045743
1921,PA,I2_P,0,0,0,0
1922,PA,I3_P,0,0,0,0
1923,PA,I2_A,0,-0.000315084,0,-0.000315084
1924,PA,I3_A,0,-0.000315084,0,-0.000315084
1925,PA,I1,0,0,0,0
1926,PA,I4,0,0,0,0
1927,PA,I5,0,-0.000315084,0,-0.000315084
1928,PA,I6,0,-0.000315084,0,-0.000315084
1929,PC,I2_P,0,0,0,0
1930,PC,I3_P,0,0,0,0
1931,PC,I2_A,0,-2.77E-05,0,-2.77E-05
1932,PC,I3_A,0,-2.77E-05,0,-2.77E-05
1933,PC,I1,0,0,0,0
1934,PC,I4,0,0,0,0
1935,PC,I5,0,-2.77E-05,0,-2.77E-05
1936,PC,I6,0,-2.77E-05,0,-2.77E-05
1937,PD,I2_P,0,0,0,0
1938,PD,I3_P,0,0,0,0
1939,PD,I2_A,0,-0.000169632,0,-0.000169632
1940,PD,I3_A,0,-0.000169632,0,-0.000169632
1941,PD,I1,0,0,0,0
1942,PD,I4,0,0,0,0
1943,PD,I5,0,-0.000169632,0,-0.000169632
1944,PD,I6,0,-0.000169632,0,-0.000169632
1945,PE,I2_P,0,0,0,0
1946,PE,I3_P,0,0,0,0
1947,PE,I2_A,0,-0.00051708,0,-0.00051708
1948,PE,I3_A,0,-0.00051708,0,-0.00051708
1949,PE,I1,0,0,0,0
1950,PE,I4,0,0,0,0
1951,PE,I5,0,-0.00051708,0,-0.00051708
1952,PE,I6,0,-0.00051708,0,-0.00051708
1953,PF,I2_P,0,0,0,0
1954,PF,I3_P,0,0,0,0
1955,PF,I2_A,0,-0.000107508,0,-0.000107508
1956,PF,I3_A,0,-0.000107508,0,-0.000107508
1957,PF,I1,0,0,0,0
1958,PF,I4,0,0,0,0
1959,PF,I5,0,-0.000107508,0,-0.000107508
1960,PF,I6,0,-0.000107508,0,-0.000107508
1961,PG,I2_P,0,0,0,0
1962,PG,I3_P,0,0,0,0
1963,PG,I2_A,0,-5.88E-05,0,-5.88E-05
1964,PG,I3_A,0,-5.88E-05,0,-5.88E-05
1965,PG,I1,0,0,0,0
1966,PG,I4,0,0,0,0
1967,PG,I5,0,-5.88E-05,0,-5.88E-05
1968,PG,I6,0,-5.88E-05,0,-5.88E-05
1969,PH,I2_P,0,0,0,0
1970,PH,I3_P,0,0,0,0
1971,PH,I2_A,0,-8.67E-05,0,-8.67E-05
1972,PH,I3_A,0,-8.67E-05,0,-8.67E-05
1973,PH,I1,0,0,0,0
1974,PH,I4,0,0,0,0
1975,PH,I5,0,-8.67E-05,0,-8.67E-05
1976,PH,I6,0,-8.67E-05,0,-8.67E-05
1977,PI,I2_P,0,0,0,0
1978,PI,I3_P,0,0,0,0
1979,PI,I2_A,0,-0.000245892,0,-0.000245892
1980,PI,I3_A,0,-0.000245892,0,-0.000245892
1981,PI,I1,0,0,0,0
1982,PI,I4,0,0,0,0
1983,PI,I5,0,-0.000245892,0,-0.000245892
1984,PI,I6,0,-0.000245892,0,-0.000245892
1985,PK,I2_P,0,0,0,0
1986,PK,I3_P,0,0,0,0
1987,PK,I2_A,0,-0.00027714,0,-0.00027714
1988,PK,I3_A,0,-0.00027714,0,-0.00027714
1989,PK,I1,0,0,0,0
1990,PK,I4,0,0,0,0
1991,PK,I5,0,-0.00027714,0,-0.00027714
1992,PK,I6,0,-0.00027714,0,-0.00027714
1993,PL,I2_P,0,0,0,0
1994,PL,I3_P,0,0,0,0
1995,PL,I2_A,0,-0.00059892,0,-0.00059892
1996,PL,I3_A,0,-0.00059892,0,-0.00059892
1997,PL,I1,0,0,0,0
1998,PL,I4,0,0,0,0
1999,PL,I5,0,-0.00059892,0,-0.00059892
2000,PL,I6,0,-0.00059892,0,-0.00059892
2001,PM,I2_P,0,0,0,0
2002,PM,I3_P,0,0,0,0
2003,PM,I2_A,0,-0.00010044,0,-0.00010044
2004,PM,I3_A,0,-0.00010044,0,-0.00010044
2005,PM,I1,0,0,0,0
2006,PM,I4,0,0,0,0
2007,PM,I5,0,-0.00010044,0,-0.00010044
2008,PM,I6,0,-0.00010044,0,-0.00010044
2009,PN,I2_P,0,0,0,0
2010,PN,I3_P,0,0,0,0
2011,PN,I2_A,0,-0.000114204,0,-0.000114204
2012,PN,I3_A,0,-0.000114204,0,-0.000114204
2013,PN,I1,0,0,0,0
2014,PN,I4,0,0,0,0
2015,PN,I5,0,-0.000114204,0,-0.000114204
2016,PN,I6,0,-0.000114204,0,-0.000114204
2017,PP,I2_P,0,-0.000799994,0,-0.00372
2018,PP,I3_P,0,-0.00083743,0,-0.00372
2019,PP,I2_A,0,-1.38E-05,0,-1.38E-05
2020,PP,I3_A,0,-1.38E-05,0,-1.38E-05
2021,PP,I1,0,-0.000425634,0,-1.38E-05
2022,PP,I4,0,-0.000425634,0,-1.38E-05
2023,PP,I5,0,-1.38E-05,0,-1.38E-05
2024,PP,I6,0,-1.38E-05,0,-1.38E-05
2025,PQ,I2_P,0,-0.000453119,0,0
2026,PQ,I3_P,0,-0.000447309,0,0
2027,PQ,I2_A,0,-0.000287556,0,-0.000287556
2028,PQ,I3_A,0,-0.000287556,0,-0.000287556
2029,PQ,I1,0,-0.000511211,0,-0.000575112
2030,PQ,I4,0,-0.000511211,0,-0.000575112
2031,PQ,I5,0,-0.000287556,0,-0.000287556
2032,PQ,I6,0,-0.000287556,0,-0.000287556
2033,PR,I2_P,0,-0.000420292,0,0
2034,PR,I3_P,0,-0.000414904,0,0
2035,PR,I2_A,0,-0.000266724,0,-0.000266724
2036,PR,I3_A,0,-0.000266724,0,-0.000266724
2037,PR,I1,0,-0.000474176,0,-0.000533448
2038,PR,I4,0,-0.000474176,0,-0.000533448
2039,PR,I5,0,-0.000266724,0,-0.000266724
2040,PR,I6,0,-0.000266724,0,-0.000266724
2041,PS,I2_P,0,-0.000300125,0,0
2042,PS,I3_P,0,-0.000296277,0,0
2043,PS,I2_A,0,-0.000190464,0,-0.000190464
2044,PS,I3_A,0,-0.000190464,0,-0.000190464
