,AA,Int,CCplus_APCC_asAPCC,CCplus_PCC_asAPCC,CCplus_APCC_asPCC,CCplus_PCC_asPCC
2064,PV,I6,0,0,0,0
2065,PW,I2_P,0,0,0,0
2066,PW,I3_P,0,0,0,0
2067,PW,I2_A,0,0,0,0
2068,PW,I3_A,0,0,0,0
2069,PW,I1,0,0,0,0
2070,PW,I4,0,0,0,0
2071,PW,I5,0,0,0,0
2072,PW,I6,0,0,0,0
2073,PY,I2_P,0,0,0,0
2074,PY,I3_P,0,0,0,0
2075,PY,I2_A,0,0,0,0
2076,PY,I3_A,0,0,0,0
2077,PY,I1,0,0,0,0
2078,PY,I4,0,0,0,0
2079,PY,I5,0,0,0,0
2080,PY,I6,0,0,0,0
2081,QA,I2_P,0,0,0,0
2082,QA,I3_P,0,0,0,0
2083,QA,I2_A,0,0,0,0
2084,QA,I3_A,0,0,0.009259259,0
2085,QA,I1,0,0,0,0
2086,QA,I4,0,0,0,0
2087,QA,I5,0,0.012738854,0,0.012820513
2088,QA,I6,0.008403361,0,0,0.006329114
2089,QC,I2_P,0,0,0,0
2090,QC,I3_P,0,0,0,0
2091,QC,I2_A,0,0,0,0
2092,QC,I3_A,0,0,0.009259259,0
2093,QC,I1,0,0,0,0
2094,QC,I4,0,0,0,0
2095,QC,I5,0,0,0,0
2096,QC,I6,0,0,0,0
2097,QD,I2_P,0,0,0,0
2098,QD,I3_P,0,0,0,0
2099,QD,I2_A,0,0,0,0
2100,QD,I3_A,0,0,0,0
2101,QD,I1,0,0,0,0
2102,QD,I4,0,0,0,0
2103,QD,I5,0.008547009,0,0,0
2104,QD,I6,0,0,0,0
2105,QE,I2_P,0,0,0,0
2106,QE,I3_P,0,0,0,0
2107,QE,I2_A,0,0,0,0
2108,QE,I3_A,0,0,0,0
2109,QE,I1,0,0,0,0
2110,QE,I4,0,0,0,0
2111,QE,I5,0.017094017,0,0.008403361,0.006410256
2112,QE,I6,0,0,0,0
2113,QF,I2_P,0,0,0,0
2114,QF,I3_P,0,0,0,0
2115,QF,I2_A,0,0,0.009259259,0
2116,QF,I3_A,0,0,0,0
2117,QF,I1,0,0,0,0
2118,QF,I4,0,0,0,0
2119,QF,I5,0,0,0,0
2120,QF,I6,0,0,0,0
2121,QG,I2_P,0,0,0,0
2122,QG,I3_P,0,0,0,0
2123,QG,I2_A,0,0,0,0
2124,QG,I3_A,0,0,0,0
2125,QG,I1,0,0,0,0
2126,QG,I4,0,0,0,0
2127,QG,I5,0,0,0,0
2128,QG,I6,0,0,0,0
2129,QH,I2_P,0,0,0,0
2130,QH,I3_P,0,0,0,0
2131,QH,I2_A,0,0,0,0
2132,QH,I3_A,0,0,0,0
2133,QH,I1,0,0,0,0
2134,QH,I4,0,0,0,0
2135,QH,I5,0.008547009,0,0,0
2136,QH,I6,0,0,0.008547009,0
2137,QI,I2_P,0,0,0,0
2138,QI,I3_P,0,0,0,0
2139,QI,I2_A,0,0.005649718,0,0
2140,QI,I3_A,0,0.005649718,0,0
2141,QI,I1,0,0,0,0
2142,QI,I4,0,0,0,0
2143,QI,I5,0.034188034,0.031847134,0.008403361,0
2144,QI,I6,0,0.006369427,0.025641026,0.012658228
2145,QK,I2_P,0,0,0,0
2146,QK,I3_P,0,0,0,0
2147,QK,I2_A,0,0,0,0
2148,QK,I3_A,0,0,0.009259259,0
2149,QK,I1,0,0,0,0
2150,QK,I4,0,0,0,0
2151,QK,I5,0,0,0,0.012820513
2152,QK,I6,0,0.006369427,0.008547009,0
2153,QL,I2_P,0,0,0,0
2154,QL,I3_P,0,0,0,0
2155,QL,I2_A,0.023255814,0.005649718,0.037037037,0.013071895
2156,QL,I3_A,0.015503876,0.011299435,0.009259259,0.013071895
2157,QL,I1,0,0,0,0
2158,QL,I4,0,0,0,0
2159,QL,I5,0.017094017,0.025477707,0.058823529,0.070512821
2160,QL,I6,0.050420168,0.089171975,0.017094017,0.063291139
2161,QM,I2_P,0,0,0,0
2162,QM,I3_P,0,0,0,0
2163,QM,I2_A,0.007751938,0,0.009259259,0
2164,QM,I3_A,0.007751938,0,0,0
2165,QM,I1,0,0,0,0
2166,QM,I4,0,0,0,0
2167,QM,I5,0,0,0.008403361,0
2168,QM,I6,0,0.006369427,0,0.006329114
2169,QN,I2_P,0,0,0,0
2170,QN,I3_P,0,0,0,0
2171,QN,I2_A,0,0,0,0
2172,QN,I3_A,0,0,0,0
2173,QN,I1,0,0,0,0
2174,QN,I4,0,0,0,0
2175,QN,I5,0.008547009,0.01910828,0,0.006410256
2176,QN,I6,0,0,0,0.018987342
2177,QP,I2_P,0,0,0,0
2178,QP,I3_P,0,0,0,0
2179,QP,I2_A,0,0,0,0
2180,QP,I3_A,0,0,0,0
2181,QP,I1,0,0,0,0
2182,QP,I4,0,0,0,0
2183,QP,I5,0,0,0,0
2184,QP,I6,0,0,0,0
2185,QQ,I2_P,0.018691589,0,0.054263566,0.011173184
2186,QQ,I3_P,0,0,0.030534351,0.016853933
2187,QQ,I2_A,0,0,0,0
2188,QQ,I3_A,0,0,0,0
2189,QQ,I1,0.025210084,0.038709677,0.008403361,0.012738854
2190,QQ,I4,0.016806723,0.050314465,0.008403361,0.012738854
2191,QQ,I5,0,0,0,0
2192,QQ,I6,0,0,0.008547009,0
2193,QR,I2_P,0.018691589,0,0,0
2194,QR,I3_P,0,0,0,0
2195,QR,I2_A,0,0,0.009259259,0
2196,QR,I3_A,0,0,0,0
2197,QR,I1,0,0,0.016806723,0.01910828
2198,QR,I4,0.033613445,0.012578616,0.016806723,0.01910828
2199,QR,I5,0,0.006369427,0,0
2200,QR,I6,0.008403361,0,0.008547009,0
2201,QS,I2_P,0,0,0,0
2202,QS,I3_P,0,0,0,0
2203,QS,I2_A,0,0,0,0
2204,QS,I3_A,0,0,0,0
2205,QS,I1,0.016806723,0.012903226,0.008403361,0.006369427
2206,QS,I4,0,0,0.008403361,0.006369427
2207,QS,I5,0,0.006369427,0,0
2208,QS,I6,0,0,0,0
2209,QT,I2_P,0,0,0,0
2210,QT,I3_P,0.018181818,0,0,0
2211,QT,I2_A,0.007751938,0,0,0
2212,QT,I3_A,0,0,0,0.006535948
2213,QT,I1,0,0,0,0
2214,QT,I4,0.016806723,0.012578616,0,0
2215,QT,I5,0,0,0,0.006410256
2216,QT,I6,0,0.006369427,0,0
2217,QV,I2_P,0,0.013071895,0,0
2218,QV,I3_P,0,0,0,0
2219,QV,I2_A,0.015503876,0,0,0
2220,QV,I3_A,0.007751938,0,0,0
2221,QV,I1,0,0,0.008403361,0
2222,QV,I4,0,0.012578616,0.008403361,0
2223,QV,I5,0.008547009,0.01910828,0.016806723,0.012820513
2224,QV,I6,0.008403361,0.006369427,0,0.025316456
2225,QW,I2_P,0,0,0,0
2226,QW,I3_P,0,0,0,0
2227,QW,I2_A,0,0,0,0
2228,QW,I3_A,0,0,0,0
2229,QW,I1,0,0,0,0
2230,QW,I4,0,0,0,0
2231,QW,I5,0,0,0,0
2232,QW,I6,0,0,0,0
2233,QY,I2_P,0,0,0,0
2234,QY,I3_P,0,0,0,0
2235,QY,I2_A,0,0,0,0
2236,QY,I3_A,0,0,0,0
2237,QY,I1,0,0,0,0.006369427
2238,QY,I4,0,0,0,0.006369427
2239,QY,I5,0,0,0,0
2240,QY,I6,0,0.012738854,0,0
2241,RA,I2_P,0,0,0,0
2242,RA,I3_P,0,0,0,0
2243,RA,I2_A,0,0.005649718,0,0.006535948
2244,RA,I3_A,0,0,0,0
2245,RA,I1,0,0,0,0
2246,RA,I4,0,0,0,0
2247,RA,I5,0,0,0,0.006410256
2248,RA,I6,0.008403361,0,0.008547009,0
2249,RC,I2_P,0,0,0,0
2250,RC,I3_P,0,0,0,0
2251,RC,I2_A,0,0,0,0
2252,RC,I3_A,0,0,0,0
2253,RC,I1,0,0,0,0
2254,RC,I4,0,0,0,0
2255,RC,I5,0,0,0,0.006410256
2256,RC,I6,0,0.006369427,0,0
2257,RD,I2_P,0,0,0,0
2258,RD,I3_P,0,0,0,0
2259,RD,I2_A,0,0,0,0
2260,RD,I3_A,0,0,0,0
2261,RD,I1,0,0,0,0
2262,RD,I4,0,0,0,0
2263,RD,I5,0,0,0,0
2264,RD,I6,0,0,0,0
2265,RE,I2_P,0,0,0,0
2266,RE,I3_P,0,0,0,0
2267,RE,I2_A,0.007751938,0,0,0
2268,RE,I3_A,0,0,0.009259259,0
2269,RE,I1,0,0,0,0
2270,RE,I4,0,0,0,0
2271,RE,I5,0,0,0.008403361,0
2272,RE,I6,0.008403361,0,0,0
2273,RF,I2_P,0,0,0,0
2274,RF,I3_P,0,0,0,0
2275,RF,I2_A,0,0,0,0
2276,RF,I3_A,0,0,0,0
2277,RF,I1,0,0,0,0
2278,RF,I4,0,0,0,0
2279,RF,I5,0,0,0,0
2280,RF,I6,0,0,0,0.012658228
2281,RG,I2_P,0,0,0,0
2282,RG,I3_P,0,0,0,0
2283,RG,I2_A,0,0,0,0
2284,RG,I3_A,0,0,0,0
2285,RG,I1,0,0,0,0
2286,RG,I4,0,0,0,0
2287,RG,I5,0,0,0,0
2288,RG,I6,0,0,0,0
2289,RH,I2_P,0,0,0,0
2290,RH,I3_P,0,0,0,0
2291,RH,I2_A,0,0,0,0
2292,RH,I3_A,0,0,0,0
2293,RH,I1,0,0,0,0
2294,RH,I4,0,0,0,0
2295,RH,I5,0,0,0,0
2296,RH,I6,0,0,0,0
2297,RI,I2_P,0,0,0,0
2298,RI,I3_P,0,0,0,0
2299,RI,I2_A,0.007751938,0,0.009259259,0
2300,RI,I3_A,0.015503876,0,0,0
2301,RI,I1,0,0,0,0
2302,RI,I4,0,0,0,0
2303,RI,I5,0.025641026,0.01910828,0,0
2304,RI,I6,0,0,0.042735043,0
2305,RK,I2_P,0,0,0,0
2306,RK,I3_P,0,0,0,0
2307,RK,I2_A,0,0,0,0
2308,RK,I3_A,0,0,0,0
2309,RK,I1,0,0,0,0
2310,RK,I4,0,0,0,0
2311,RK,I5,0,0,0,0
2312,RK,I6,0,0,0,0
2313,RL,I2_P,0,0,0,0
2314,RL,I3_P,0,0,0,0
2315,RL,I2_A,0.046511628,0.028248588,0.055555556,0.019607843
2316,RL,I3_A,0,0,0,0
2317,RL,I1,0,0,0,0
2318,RL,I4,0,0,0,0
2319,RL,I5,0.034188034,0.038216561,0.067226891,0.057692308
2320,RL,I6,0.058823529,0.038216561,0.025641026,0.012658228
2321,RM,I2_P,0,0,0,0
2322,RM,I3_P,0,0,0,0
2323,RM,I2_A,0,0,0,0
2324,RM,I3_A,0,0,0,0
2325,RM,I1,0,0,0,0
2326,RM,I4,0,0,0,0
2327,RM,I5,0.008547009,0,0,0.006410256
2328,RM,I6,0,0,0,0
2329,RN,I2_P,0,0,0,0
2330,RN,I3_P,0,0,0,0
2331,RN,I2_A,0,0,0,0
2332,RN,I3_A,0.007751938,0,0,0
2333,RN,I1,0,0,0,0
2334,RN,I4,0,0,0,0
2335,RN,I5,0,0.01910828,0,0
2336,RN,I6,0,0,0,0.006329114
2337,RP,I2_P,0,0,0,0
2338,RP,I3_P,0,0,0,0
2339,RP,I2_A,0,0,0,0
2340,RP,I3_A,0,0,0,0
2341,RP,I1,0,0,0,0
2342,RP,I4,0,0,0,0
2343,RP,I5,0,0,0,0
2344,RP,I6,0,0,0,0
2345,RQ,I2_P,0,0,0,0
2346,RQ,I3_P,0,0,0,0
2347,RQ,I2_A,0,0,0,0
2348,RQ,I3_A,0,0,0.009259259,0
2349,RQ,I1,0,0,0,0
2350,RQ,I4,0,0,0,0
2351,RQ,I5,0.008547009,0,0.008403361,0
2352,RQ,I6,0,0,0,0.006329114
2353,RR,I2_P,0.009345794,0.006535948,0.093023256,0.033519553
2354,RR,I3_P,0,0,0.022900763,0
2355,RR,I2_A,0,0,0,0
2356,RR,I3_A,0,0,0,0
2357,RR,I1,0,0.019354839,0.008403361,0.01910828
2358,RR,I4,0.008403361,0.018867925,0.008403361,0.01910828
2359,RR,I5,0,0,0,0
2360,RR,I6,0,0,0.025641026,0
2361,RS,I2_P,0,0,0,0
2362,RS,I3_P,0,0,0,0
2363,RS,I2_A,0.007751938,0,0.009259259,0
2364,RS,I3_A,0,0,0,0
2365,RS,I1,0.016806723,0.012903226,0.008403361,0
2366,RS,I4,0,0,0.008403361,0
2367,RS,I5,0,0,0,0
2368,RS,I6,0.008403361,0,0,0
2369,RT,I2_P,0,0,0,0
2370,RT,I3_P,0,0,0,0
2371,RT,I2_A,0.007751938,0,0.009259259,0
2372,RT,I3_A,0,0,0,0
2373,RT,I1,0,0.012903226,0,0
2374,RT,I4,0,0.012578616,0,0
2375,RT,I5,0,0.006369427,0,0
2376,RT,I6,0,0,0,0.006329114
2377,RV,I2_P,0.018691589,0.026143791,0,0
2378,RV,I3_P,0,0,0,0
2379,RV,I2_A,0.007751938,0,0.018518519,0
2380,RV,I3_A,0,0,0.009259259,0
2381,RV,I1,0.016806723,0,0.025210084,0.006369427
2382,RV,I4,0,0,0.025210084,0.006369427
2383,RV,I5,0.008547009,0.01910828,0,0
2384,RV,I6,0.016806723,0,0,0.012658228
2385,RW,I2_P,0.018691589,0,0,0
2386,RW,I3_P,0,0,0,0
2387,RW,I2_A,0,0,0,0
2388,RW,I3_A,0,0,0,0
2389,RW,I1,0,0,0,0
2390,RW,I4,0,0,0,0
2391,RW,I5,0,0,0,0
2392,RW,I6,0,0,0,0
2393,RY,I2_P,0,0,0,0
2394,RY,I3_P,0,0,0,0
2395,RY,I2_A,0.007751938,0,0,0.006535948
2396,RY,I3_A,0,0,0,0
2397,RY,I1,0,0,0,0
2398,RY,I4,0,0,0,0
2399,RY,I5,0,0,0,0.019230769
2400,RY,I6,0,0,0,0
2401,SA,I2_P,0,0,0,0
2402,SA,I3_P,0,0,0,0
2403,SA,I2_A,0,0,0,0
2404,SA,I3_A,0.015503876,0,0.009259259,0
2405,SA,I1,0,0,0,0
2406,SA,I4,0,0,0,0
2407,SA,I5,0.008547009,0.006369427,0.008403361,0.006410256
2408,SA,I6,0,0,0,0
2409,SC,I2_P,0,0,0,0
2410,SC,I3_P,0,0,0,0
2411,SC,I2_A,0.015503876,0,0.009259259,0
2412,SC,I3_A,0,0,0,0
2413,SC,I1,0,0,0,0
2414,SC,I4,0,0,0,0
2415,SC,I5,0,0,0,0
2416,SC,I6,0,0,0,0
2417,SD,I2_P,0,0,0,0
2418,SD,I3_P,0,0,0,0
2419,SD,I2_A,0,0,0,0
2420,SD,I3_A,0,0,0,0
2421,SD,I1,0,0,0,0
2422,SD,I4,0,0,0,0
2423,SD,I5,0,0,0,0
2424,SD,I6,0,0,0,0
2425,SE,I2_P,0,0,0,0
2426,SE,I3_P,0,0,0,0
2427,SE,I2_A,0,0.005649718,0,0
2428,SE,I3_A,0,0.005649718,0,0
2429,SE,I1,0,0,0,0
2430,SE,I4,0,0,0,0
2431,SE,I5,0,0,0,0.006410256
2432,SE,I6,0,0,0,0
2433,SF,I2_P,0,0,0,0
2434,SF,I3_P,0,0,0,0
2435,SF,I2_A,0.007751938,0,0.009259259,0
2436,SF,I3_A,0,0,0,0
2437,SF,I1,0,0,0,0
2438,SF,I4,0,0,0,0
2439,SF,I5,0,0,0.008403361,0
2440,SF,I6,0,0,0,0
2441,SG,I2_P,0,0,0,0
2442,SG,I3_P,0,0,0,0
2443,SG,I2_A,0,0,0,0
2444,SG,I3_A,0,0,0,0
2445,SG,I1,0,0,0,0
2446,SG,I4,0,0,0,0
2447,SG,I5,0,0,0,0
2448,SG,I6,0,0,0,0
2449,SH,I2_P,0,0,0,0
2450,SH,I3_P,0,0,0,0
2451,SH,I2_A,0,0,0,0
2452,SH,I3_A,0,0,0,0
2453,SH,I1,0,0,0,0
2454,SH,I4,0,0,0,0
2455,SH,I5,0,0,0,0
2456,SH,I6,0,0,0,0
2457,SI,I2_P,0,0,0,0
2458,SI,I3_P,0,0,0,0
2459,SI,I2_A,0,0,0,0
2460,SI,I3_A,0.007751938,0,0.009259259,0
2461,SI,I1,0,0,0,0
2462,SI,I4,0,0,0,0
2463,SI,I5,0.017094017,0,0.016806723,0
2464,SI,I6,0,0,0,0
2465,SK,I2_P,0,0,0,0
2466,SK,I3_P,0,0,0,0
2467,SK,I2_A,0,0,0,0
2468,SK,I3_A,0,0,0,0
2469,SK,I1,0,0,0,0
2470,SK,I4,0,0,0,0
2471,SK,I5,0.008547009,0,0,0.006410256
2472,SK,I6,0,0,0,0
2473,SL,I2_P,0,0,0,0
2474,SL,I3_P,0,0,0,0
2475,SL,I2_A,0,0.005649718,0.009259259,0.006535948
2476,SL,I3_A,0,0.011299435,0.009259259,0.019607843
2477,SL,I1,0,0,0,0
2478,SL,I4,0,0,0,0
2479,SL,I5,0,0.012738854,0.025210084,0.006410256
2480,SL,I6,0.008403361,0.01910828,0.008547009,0
2481,SM,I2_P,0,0,0,0
2482,SM,I3_P,0,0,0,0
2483,SM,I2_A,0,0,0,0
2484,SM,I3_A,0,0,0,0
2485,SM,I1,0,0,0,0
2486,SM,I4,0,0,0,0
2487,SM,I5,0.008547009,0,0,0
2488,SM,I6,0.008403361,0,0,0.006329114
2489,SN,I2_P,0,0,0,0
2490,SN,I3_P,0,0,0,0
2491,SN,I2_A,0,0,0,0
2492,SN,I3_A,0,0.005649718,0,0
2493,SN,I1,0,0,0,0
2494,SN,I4,0,0,0,0
2495,SN,I5,0.008547009,0,0,0
2496,SN,I6,0,0,0,0.012658228
2497,SP,I2_P,0,0,0,0
2498,SP,I3_P,0,0,0,0
2499,SP,I2_A,0,0,0,0
2500,SP,I3_A,0,0,0,0
2501,SP,I1,0,0,0,0
2502,SP,I4,0,0,0,0
2503,SP,I5,0,0,0,0
2504,SP,I6,0,0,0,0
2505,SQ,I2_P,0,0,0,0
2506,SQ,I3_P,0,0,0,0
2507,SQ,I2_A,0,0,0,0
2508,SQ,I3_A,0,0,0,0
2509,SQ,I1,0,0,0,0
2510,SQ,I4,0,0,0,0
2511,SQ,I5,0.008547009,0,0,0
2512,SQ,I6,0,0,0.008547009,0
2513,SR,I2_P,0,0,0,0
2514,SR,I3_P,0,0,0,0
2515,SR,I2_A,0,0,0,0
2516,SR,I3_A,0.007751938,0,0.009259259,0
2517,SR,I1,0,0,0,0
2518,SR,I4,0,0,0,0
2519,SR,I5,0,0,0,0
2520,SR,I6,0,0,0,0
2521,SS,I2_P,0.018691589,0,0.031007752,0.016759777
2522,SS,I3_P,0.018181818,0.013071895,0.038167939,0.02247191
2523,SS,I2_A,0,0,0,0
2524,SS,I3_A,0,0,0,0
2525,SS,I1,0.008403361,0.006451613,0,0
2526,SS,I4,0,0.006289308,0,0
2527,SS,I5,0,0,0,0
2528,SS,I6,0,0,0,0
2529,ST,I2_P,0.018691589,0,0,0
2530,ST,I3_P,0,0,0,0
2531,ST,I2_A,0,0,0,0
2532,ST,I3_A,0,0,0,0
2533,ST,I1,0,0.012903226,0,0
2534,ST,I4,0,0,0,0
2535,ST,I5,0,0,0,0
2536,ST,I6,0,0,0,0
2537,SV,I2_P,0,0.013071895,0,0
2538,SV,I3_P,0,0,0,0
2539,SV,I2_A,0.007751938,0,0.009259259,0
2540,SV,I3_A,0,0,0,0
2541,SV,I1,0,0,0.016806723,0
2542,SV,I4,0,0.012578616,0.016806723,0
2543,SV,I5,0,0.006369427,0.008403361,0
2544,SV,I6,0,0,0,0
2545,SW,I2_P,0,0,0,0
2546,SW,I3_P,0,0,0,0
2547,SW,I2_A,0,0,0,0
2548,SW,I3_A,0,0,0,0
2549,SW,I1,0,0,0,0
2550,SW,I4,0,0,0,0
2551,SW,I5,0,0,0,0
2552,SW,I6,0,0,0,0
2553,SY,I2_P,0,0,0,0
2554,SY,I3_P,0,0.013071895,0,0
2555,SY,I2_A,0,0.005649718,0,0.013071895
2556,SY,I3_A,0,0,0,0
2557,SY,I1,0,0,0,0
2558,SY,I4,0,0,0,0
2559,SY,I5,0,0,0,0
2560,SY,I6,0,0,0,0
2561,TA,I2_P,0,0,0,0
2562,TA,I3_P,0,0,0,0
2563,TA,I2_A,0.007751938,0,0.009259259,0
2564,TA,I3_A,0.015503876,0,0,0
2565,TA,I1,0,0,0,0
2566,TA,I4,0,0,0,0
2567,TA,I5,0,0,0,0.006410256
2568,TA,I6,0,0,0,0
2569,TC,I2_P,0,0,0,0
2570,TC,I3_P,0,0,0,0
2571,TC,I2_A,0,0.005649718,0.009259259,0.006535948
2572,TC,I3_A,0,0,0,0
2573,TC,I1,0,0,0,0
2574,TC,I4,0,0,0,0
2575,TC,I5,0,0,0,0
2576,TC,I6,0,0,0,0
2577,TD,I2_P,0,0,0,0
2578,TD,I3_P,0,0,0,0
2579,TD,I2_A,0,0,0,0
2580,TD,I3_A,0,0,0,0
2581,TD,I1,0,0,0,0
2582,TD,I4,0,0,0,0
2583,TD,I5,0,0,0,0
2584,TD,I6,0,0,0,0
2585,TE,I2_P,0,0,0,0
2586,TE,I3_P,0,0,0,0
2587,TE,I2_A,0.007751938,0,0,0
2588,TE,I3_A,0,0,0,0
2589,TE,I1,0,0,0,0
2590,TE,I4,0,0,0,0
2591,TE,I5,0,0,0,0
2592,TE,I6,0,0.006369427,0,0
2593,TF,I2_P,0,0,0,0
2594,TF,I3_P,0,0,0,0
2595,TF,I2_A,0,0,0,0
2596,TF,I3_A,0,0,0,0
2597,TF,I1,0,0,0,0
2598,TF,I4,0,0,0,0
2599,TF,I5,0,0,0,0
2600,TF,I6,0,0,0,0
2601,TG,I2_P,0,0,0,0
2602,TG,I3_P,0,0,0,0
2603,TG,I2_A,0,0,0,0
2604,TG,I3_A,0,0,0,0
2605,TG,I1,0,0,0,0
2606,TG,I4,0,0,0,0
2607,TG,I5,0,0,0,0
2608,TG,I6,0,0,0,0
2609,TH,I2_P,0,0,0,0
2610,TH,I3_P,0,0,0,0
2611,TH,I2_A,0.007751938,0,0,0
2612,TH,I3_A,0,0,0,0
2613,TH,I1,0,0,0,0
2614,TH,I4,0,0,0,0
2615,TH,I5,0,0,0,0
2616,TH,I6,0,0,0,0
2617,TI,I2_P,0,0,0,0
2618,TI,I3_P,0,0,0,0
2619,TI,I2_A,0,0.005649718,0,0
2620,TI,I3_A,0,0.005649718,0,0
2621,TI,I1,0,0,0,0
2622,TI,I4,0,0,0,0
2623,TI,I5,0,0.012738854,0,0
2624,TI,I6,0,0,0.008547009,0.006329114
2625,TK,I2_P,0,0,0,0
2626,TK,I3_P,0,0,0,0
2627,TK,I2_A,0,0,0,0
2628,TK,I3_A,0.007751938,0.011299435,0,0
2629,TK,I1,0,0,0,0
2630,TK,I4,0,0,0,0
2631,TK,I5,0,0,0,0
2632,TK,I6,0,0,0,0
2633,TL,I2_P,0,0,0,0
2634,TL,I3_P,0,0,0,0
2635,TL,I2_A,0.007751938,0.016949153,0.009259259,0.019607843
2636,TL,I3_A,0,0.016949153,0.009259259,0.032679739
2637,TL,I1,0,0,0,0
2638,TL,I4,0,0,0,0
2639,TL,I5,0,0.012738854,0.008403361,0.025641026
2640,TL,I6,0.016806723,0.031847134,0,0.006329114
2641,TM,I2_P,0,0,0,0
2642,TM,I3_P,0,0,0,0
2643,TM,I2_A,0,0,0,0
2644,TM,I3_A,0,0,0,0
2645,TM,I1,0,0,0,0
2646,TM,I4,0,0,0,0
2647,TM,I5,0.008547009,0,0,0.006410256
2648,TM,I6,0,0,0,0.006329114
2649,TN,I2_P,0,0,0,0
2650,TN,I3_P,0,0,0,0
2651,TN,I2_A,0,0,0,0
2652,TN,I3_A,0,0.005649718,0,0
2653,TN,I1,0,0,0,0
2654,TN,I4,0,0,0,0
2655,TN,I5,0,0,0,0
2656,TN,I6,0,0,0,0.018987342
2657,TP,I2_P,0,0,0,0
2658,TP,I3_P,0,0,0,0
2659,TP,I2_A,0,0,0,0
2660,TP,I3_A,0,0,0,0
2661,TP,I1,0,0,0,0
2662,TP,I4,0,0,0,0
2663,TP,I5,0,0,0,0
2664,TP,I6,0,0,0,0
2665,TQ,I2_P,0,0,0,0
2666,TQ,I3_P,0,0,0,0
2667,TQ,I2_A,0,0,0,0.006535948
2668,TQ,I3_A,0.007751938,0,0,0
2669,TQ,I1,0,0,0,0
2670,TQ,I4,0,0,0,0
2671,TQ,I5,0,0,0.008403361,0.006410256
2672,TQ,I6,0,0,0,0
2673,TR,I2_P,0,0,0,0
2674,TR,I3_P,0,0,0,0
2675,TR,I2_A,0,0,0,0
2676,TR,I3_A,0.007751938,0,0.009259259,0
2677,TR,I1,0,0,0,0
2678,TR,I4,0,0,0,0
2679,TR,I5,0.008547009,0,0,0
2680,TR,I6,0,0,0,0
2681,TS,I2_P,0,0,0,0
2682,TS,I3_P,0,0,0,0
2683,TS,I2_A,0,0,0,0
2684,TS,I3_A,0,0,0,0
2685,TS,I1,0,0,0,0
2686,TS,I4,0,0,0,0
2687,TS,I5,0,0.006369427,0,0
2688,TS,I6,0.008403361,0,0,0
2689,TT,I2_P,0.009345794,0.013071895,0.031007752,0.027932961
2690,TT,I3_P,0,0.006535948,0.038167939,0.039325843
2691,TT,I2_A,0,0,0,0
2692,TT,I3_A,0,0,0,0
2693,TT,I1,0,0.012903226,0,0
2694,TT,I4,0.016806723,0,0,0
2695,TT,I5,0,0.006369427,0,0
2696,TT,I6,0,0,0.008547009,0
2697,TV,I2_P,0,0.013071895,0,0
2698,TV,I3_P,0,0,0,0
2699,TV,I2_A,0,0,0,0
2700,TV,I3_A,0,0,0,0.006535948
2701,TV,I1,0,0,0,0
2702,TV,I4,0,0,0,0
2703,TV,I5,0,0.006369427,0,0
2704,TV,I6,0,0.006369427,0,0.012658228
2705,TW,I2_P,0,0,0,0
2706,TW,I3_P,0,0,0,0
2707,TW,I2_A,0,0,0,0
2708,TW,I3_A,0,0,0.009259259,0
2709,TW,I1,0,0,0,0
2710,TW,I4,0,0,0,0
2711,TW,I5,0,0,0,0
2712,TW,I6,0,0,0,0
2713,TY,I2_P,0,0,0,0
2714,TY,I3_P,0,0,0,0
2715,TY,I2_A,0,0,0,0
2716,TY,I3_A,0,0,0,0
2717,TY,I1,0,0,0,0
2718,TY,I4,0,0,0,0
2719,TY,I5,0,0,0,0
2720,TY,I6,0,0.006369427,0,0
2721,VA,I2_P,0,0,0,0
2722,VA,I3_P,0,0,0,0
2723,VA,I2_A,0.007751938,0.02259887,0.018518519,0
2724,VA,I3_A,0.007751938,0.011299435,0.009259259,0
2725,VA,I1,0,0,0,0
2726,VA,I4,0,0,0,0
2727,VA,I5,0.008547009,0,0,0
2728,VA,I6,0.008403361,0.01910828,0,0.025316456
2729,VC,I2_P,0,0,0,0
2730,VC,I3_P,0,0,0,0
2731,VC,I2_A,0,0,0,0
2732,VC,I3_A,0,0,0,0
2733,VC,I1,0,0,0,0
2734,VC,I4,0,0,0,0
2735,VC,I5,0,0,0.008403361,0
2736,VC,I6,0,0,0,0
2737,VD,I2_P,0,0,0,0
2738,VD,I3_P,0,0,0,0
2739,VD,I2_A,0,0,0,0
2740,VD,I3_A,0,0,0,0
2741,VD,I1,0,0,0,0
2742,VD,I4,0,0,0,0
2743,VD,I5,0,0,0,0
2744,VD,I6,0,0,0.008547009,0
2745,VE,I2_P,0,0,0,0
2746,VE,I3_P,0,0,0,0
2747,VE,I2_A,0.023255814,0.011299435,0.009259259,0.013071895
2748,VE,I3_A,0,0,0,0
2749,VE,I1,0,0,0,0
2750,VE,I4,0,0,0,0
2751,VE,I5,0,0,0,0
2752,VE,I6,0.008403361,0,0,0
2753,VF,I2_P,0,0,0,0
2754,VF,I3_P,0,0,0,0
2755,VF,I2_A,0,0.005649718,0,0
2756,VF,I3_A,0,0,0.009259259,0.006535948
2757,VF,I1,0,0,0,0
2758,VF,I4,0,0,0,0
2759,VF,I5,0,0,0,0
2760,VF,I6,0,0,0,0
