"AA","Int","Probibility","P_value","delabel"
"DH","I3_P","-0.00165274666666667","0.312224741126222",NA
"DH","I2_A","-0.00106248","0.251655976682804",NA
"DH","I3_A","-0.00106248","0.251655976682804",NA
"DH","I1","-0.00188885333333333","0.302404435669018",NA
"DH","I4","-0.00188885333333333","0.302404435669018",NA
"DH","I5","-0.00106248","0.229530922911602",NA
"DH","I6","-0.00106248","0.232203527444892",NA
"DI","I2_P","-0.00474958545454546","0.318416203635429",NA
"DI","I3_P","-0.00468869333333333","0.312224741126222",NA
"DI","I2_A","0.00473777798449612","0.349071193463236",NA
"DI","I3_A","-0.00301416","0.251655976682804",NA
"DI","I1","-0.00535850666666667","0.302404435669018",NA
"DI","I4","0.011448216022409","0.216629072832588",NA
"DI","I5","0.0226268656410256","0.12110173632714",NA
"DI","I6","-0.00301416","0.232203527444892",NA
"DK","I2_P","-0.00535316363636364","0.318416203635429",NA
"DK","I3_P","-0.00528453333333333","0.312224741126222",NA
"DK","I2_A","-0.0033972","0.251655976682804",NA
"DK","I3_A","-0.0033972","0.251655976682804",NA
"DK","I1","0.010767256022409","0.216629072832588",NA
"DK","I4","-0.00603946666666667","0.302404435669018",NA
"DK","I5","-0.0033972","0.229530922911602",NA
"DK","I6","-0.0033972","0.232203527444892",NA
"DL","I2_P","-0.0115685818181818","0.318416203635429",NA
"DL","I3_P","-0.0114202666666667","0.312224741126222",NA
"DL","I2_A","0.000410337984496124","0.349071193463236",NA
"DL","I3_A","-0.0073416","0.251655976682804",NA
"DL","I1","0.0037549893557423","0.26418601280459",NA
"DL","I4","-0.0130517333333333","0.0903447680877103",NA
"DL","I5","-0.0073416","0.229530922911602",NA
"DL","I6","0.0178684840336134","0.119640256738632",NA
"DM","I2_P","-0.00194007272727273","0.318416203635429",NA
"DM","I3_P","-0.0019152","0.312224741126222",NA
"DM","I2_A","-0.0012312","0.251655976682804",NA
"DM","I3_A","-0.0012312","0.251655976682804",NA
"DM","I1","-0.0021888","0.302404435669018",NA
"DM","I4","-0.0021888","0.302404435669018",NA
"DM","I5","-0.0012312","0.229530922911602",NA
"DM","I6","-0.0012312","0.232203527444892",NA
"DN","I2_P","-0.00220593454545455","0.318416203635429",NA
"DN","I3_P","-0.00217765333333333","0.312224741126222",NA
"DN","I2_A","-0.00139992","0.251655976682804",NA
"DN","I3_A","-0.00139992","0.251655976682804",NA
"DN","I1","-0.00248874666666667","0.302404435669018",NA
"DN","I4","-0.00248874666666667","0.302404435669018",NA
"DN","I5","-0.00139992","0.229530922911602",NA
"DN","I6","-0.00139992","0.232203527444892",NA
"DP","I2_P","-0.000267298909090909","0.318416203635429",NA
"DP","I3_P","-0.000263872","0.312224741126222",NA
"DP","I2_A","-0.000169632","0.251655976682804",NA
"DP","I3_A","-0.000169632","0.251655976682804",NA
"DP","I1","-0.000301568","0.302404435669018",NA
"DP","I4","-0.000301568","0.302404435669018",NA
"DP","I5","-0.000169632","0.229530922911602",NA
"DP","I6","-0.000169632","0.232203527444892",NA
"DQ","I2_P","-0.00555435636363636","0.318416203635429",NA
"DQ","I3_P","-0.00548314666666667","0.312224741126222",NA
"DQ","I2_A","-0.00352488","0.251655976682804",NA
"DQ","I3_A","-0.00352488","0.251655976682804",NA
"DQ","I1","-0.00626645333333333","0.302404435669018",NA
"DQ","I4","-0.00626645333333333","0.302404435669018",NA
"DQ","I5","-0.00352488","0.229530922911602",NA
"DQ","I6","-0.00352488","0.232203527444892",NA
"DR","I2_P","0.0135396178759558","0.208780008187824",NA
"DR","I3_P","-0.00508592","0.312224741126222",NA
"DR","I2_A","-0.00326952","0.251655976682804",NA
"DR","I3_A","-0.00326952","0.251655976682804",NA
"DR","I1","-0.00581248","0.302404435669018",NA
"DR","I4","-0.00581248","0.302404435669018",NA
"DR","I5","0.0138244970940171","0.249574882691601",NA
"DR","I6","-0.00326952","0.232203527444892",NA
"DS","I2_P","0.015012636057774","0.208780008187824",NA
"DS","I3_P","-0.00363178666666667","0.312224741126222",NA
"DS","I2_A","-0.00233472","0.251655976682804",NA
"DS","I3_A","-0.00233472","0.251655976682804",NA
"DS","I1","-0.00415061333333333","0.302404435669018",NA
"DS","I4","0.0126561093557423","0.216629072832588",NA
"DS","I5","0.00621228854700855","0.339938202286805",NA
"DS","I6","-0.00233472","0.232203527444892",NA
"DT","I2_P","-0.00207659636363636","0.318416203635429",NA
"DT","I3_P","-0.00204997333333333","0.312224741126222",NA
"DT","I2_A","-0.00131784","0.251655976682804",NA
"DT","I3_A","-0.00131784","0.251655976682804",NA
"DT","I1","-0.00234282666666667","0.302404435669018",NA
"DT","I4","-0.00234282666666667","0.302404435669018",NA
"DT","I5","-0.00131784","0.229530922911602",NA
"DT","I6","-0.00131784","0.232203527444892",NA
"DV","I2_P","-0.00321189818181818","0.318416203635429",NA
"DV","I3_P","-0.00317072","0.312224741126222",NA
"DV","I2_A","-0.00203832","0.251655976682804",NA
"DV","I3_A","-0.00203832","0.251655976682804",NA
"DV","I1","0.0131830426890756","0.216629072832588",NA
"DV","I4","-0.00362368","0.302404435669018",NA
"DV","I5","-0.00203832","0.229530922911602",NA
"DV","I6","-0.00203832","0.232203527444892",NA
"DW","I2_P","-0.000267298909090909","0.318416203635429",NA
"DW","I3_P","-0.000263872","0.312224741126222",NA
"DW","I2_A","-0.000169632","0.251655976682804",NA
"DW","I3_A","-0.000169632","0.251655976682804",NA
"DW","I1","-0.000301568","0.302404435669018",NA
"DW","I4","-0.000301568","0.302404435669018",NA
